inst,app,machine
inst_50777,app_2657,4436
inst_67439,app_3886,4436
inst_32124,app_6139,4437
inst_14610,app_4398,4437
inst_3872,app_4463,4437
inst_94344,app_7206,4437
inst_85706,app_3372,4437
inst_87315,app_4386,4437
inst_66944,app_8476,4437
inst_49339,app_5295,4437
inst_91461,app_5275,4437
inst_25537,app_774,4437
inst_19276,app_1579,4437
inst_35286,app_9156,4437
inst_22988,app_2772,4437
inst_7109,app_2272,4437
inst_94971,app_5886,4437
inst_76894,app_3009,4437
inst_91351,app_3344,4437
inst_63215,app_6139,4438
inst_51032,app_7887,4438
inst_69020,app_4825,4438
inst_85377,app_533,4438
inst_28026,app_4730,4438
inst_38074,app_5271,4438
inst_11156,app_4953,4438
inst_81408,app_4568,4438
inst_14739,app_1310,4438
inst_53252,app_3899,4438
inst_55301,app_5684,4438
inst_12893,app_7641,4438
inst_68178,app_3979,4438
inst_38774,app_3021,4438
inst_90029,app_753,4438
inst_89352,app_6139,4439
inst_31842,app_2910,4439
inst_16276,app_6711,4439
inst_83988,app_3486,4439
inst_27904,app_3899,4439
inst_38528,app_4661,4439
inst_45361,app_618,4439
inst_54874,app_3127,4439
inst_7756,app_7980,4439
inst_51621,app_8386,4439
inst_19744,app_1973,4439
inst_17315,app_5244,4439
inst_41966,app_4231,4439
inst_99428,app_7792,4439
inst_65896,app_3994,4439
inst_84841,app_2886,4439
inst_61810,app_798,444
inst_54778,app_9269,444
inst_25358,app_6139,4440
inst_89453,app_5731,4440
inst_11341,app_2263,4440
inst_95105,app_5548,4440
inst_77448,app_1522,4440
inst_49460,app_8191,4440
inst_97358,app_2850,4440
inst_39345,app_8583,4440
inst_30592,app_2852,4440
inst_36272,app_5526,4440
inst_36986,app_8643,4440
inst_54937,app_6474,4440
inst_25171,app_9297,4440
inst_72360,app_22,4440
inst_77838,app_6139,4441
inst_50529,app_365,4441
inst_65850,app_3278,4441
inst_6177,app_2120,4441
inst_39959,app_459,4441
inst_88919,app_4877,4441
inst_33175,app_9049,4441
inst_6209,app_3158,4441
inst_83651,app_774,4441
inst_60710,app_7805,4441
inst_24534,app_8626,4441
inst_3757,app_4704,4441
inst_11261,app_5526,4441
inst_48239,app_1579,4441
inst_9033,app_3343,4441
inst_70323,app_3303,4441
inst_90313,app_7333,4441
inst_47427,app_4543,4441
inst_14021,app_1973,4441
inst_29802,app_4337,4441
inst_76477,app_1045,4441
inst_7900,app_7304,4441
inst_23444,app_6139,4442
inst_71137,app_2353,4442
inst_65244,app_4154,4442
inst_69682,app_4996,4442
inst_8949,app_8126,4442
inst_36556,app_1328,4442
inst_31194,app_3112,4442
inst_61328,app_3802,4442
inst_79808,app_4259,4442
inst_72548,app_7589,4442
inst_52781,app_6976,4442
inst_64093,app_3158,4442
inst_20103,app_8979,4442
inst_11852,app_6734,4442
inst_71904,app_6139,4443
inst_70964,app_3657,4443
inst_7039,app_3199,4443
inst_98645,app_2904,4443
inst_98635,app_8818,4443
inst_36528,app_8191,4443
inst_41765,app_5541,4443
inst_71987,app_4552,4443
inst_99336,app_4262,4443
inst_24062,app_7639,4443
inst_7896,app_2745,4443
inst_42010,app_6188,4443
inst_53262,app_6744,4443
inst_152,app_8898,4443
inst_57167,app_6047,4443
inst_66182,app_6139,4444
inst_93567,app_4877,4444
inst_81120,app_4154,4444
inst_27965,app_5864,4444
inst_10404,app_6122,4444
inst_90156,app_2019,4444
inst_57956,app_6074,4444
inst_88250,app_3604,4444
inst_32168,app_2710,4444
inst_7177,app_3290,4444
inst_95972,app_8774,4444
inst_86915,app_8904,4444
inst_9559,app_2029,4444
inst_53939,app_6745,4444
inst_80990,app_2814,4444
inst_96390,app_7401,4444
inst_15742,app_7369,4444
inst_82792,app_8412,4444
inst_91095,app_6726,4444
inst_39076,app_6139,4445
inst_96591,app_1863,4445
inst_20794,app_232,4445
inst_43741,app_7518,4445
inst_90194,app_3426,4445
inst_18615,app_1972,4445
inst_1146,app_1703,4445
inst_77531,app_9314,4445
inst_77497,app_5004,4445
inst_12344,app_6095,4445
inst_55182,app_2874,4445
inst_42452,app_2772,4445
inst_80826,app_6139,4446
inst_5158,app_4648,4446
inst_65392,app_1067,4446
inst_83647,app_7518,4446
inst_54684,app_2484,4446
inst_94233,app_1425,4446
inst_80015,app_4393,4446
inst_93032,app_2353,4446
inst_75816,app_9138,4446
inst_84505,app_4653,4446
inst_4186,app_8995,4446
inst_56047,app_8622,4446
inst_41724,app_5362,4446
inst_74031,app_8849,4446
inst_14654,app_376,4446
inst_49810,app_3158,4446
inst_56591,app_8695,4446
inst_22731,app_8842,4446
inst_14722,app_6734,4446
inst_93666,app_4508,4446
inst_25959,app_3106,4446
inst_73738,app_6139,4447
inst_52648,app_3088,4447
inst_85383,app_800,4447
inst_9858,app_4091,4447
inst_66259,app_5725,4447
inst_92973,app_6240,4447
inst_20864,app_4398,4447
inst_17555,app_5367,4447
inst_93863,app_1592,4447
inst_73773,app_3604,4447
inst_71622,app_3952,4447
inst_4452,app_5256,4447
inst_23023,app_4953,4447
inst_34955,app_9127,4447
inst_77150,app_7880,4447
inst_74857,app_7624,4447
inst_47973,app_262,4447
inst_3974,app_5476,4447
inst_6529,app_4193,4447
inst_59398,app_6139,4448
inst_89690,app_5810,4448
inst_93728,app_1863,4448
inst_47273,app_5781,4448
inst_70564,app_2692,4448
inst_22054,app_3899,4448
inst_50275,app_7075,4448
inst_11936,app_9156,4448
inst_87329,app_7087,4448
inst_65192,app_2143,4448
inst_22406,app_6235,4448
inst_96727,app_6393,4448
inst_26647,app_5995,4448
inst_45082,app_6139,4449
inst_84237,app_365,4449
inst_85019,app_1099,4449
inst_76045,app_6007,4449
inst_64756,app_7919,4449
inst_17322,app_2166,4449
inst_97935,app_3359,4449
inst_32405,app_3372,4449
inst_59842,app_6232,4449
inst_68937,app_3905,4449
inst_43737,app_3542,4449
inst_66339,app_2353,4449
inst_99414,app_1515,4449
inst_7144,app_945,4449
inst_18819,app_693,4449
inst_44347,app_5883,4449
inst_99478,app_5971,4449
inst_76632,app_8979,4449
inst_39679,app_9283,4449
inst_94599,app_798,445
inst_34632,app_9269,445
inst_40444,app_6139,4450
inst_25157,app_1099,4450
inst_87213,app_7708,4450
inst_73062,app_6185,4450
inst_68177,app_7206,4450
inst_294,app_2745,4450
inst_17438,app_5054,4450
inst_84041,app_8500,4450
inst_40827,app_2029,4450
inst_44296,app_6940,4450
inst_21627,app_2852,4450
inst_21220,app_3286,4450
inst_88084,app_8994,4450
inst_3375,app_3657,4450
inst_83680,app_6139,4451
inst_20814,app_6984,4451
inst_79687,app_702,4451
inst_34305,app_442,4451
inst_6235,app_7613,4451
inst_3502,app_8478,4451
inst_90744,app_6711,4451
inst_24550,app_8489,4451
inst_65537,app_938,4451
inst_59132,app_8172,4451
inst_7754,app_3048,4451
inst_87087,app_8347,4451
inst_45981,app_4552,4451
inst_11925,app_7466,4451
inst_53030,app_8569,4451
inst_86101,app_3845,4451
inst_17431,app_1298,4451
inst_14833,app_365,4451
inst_11044,app_5538,4452
inst_56041,app_5267,4452
inst_79659,app_4514,4452
inst_94994,app_2814,4452
inst_70175,app_5011,4452
inst_34246,app_3001,4452
inst_85980,app_8199,4452
inst_46627,app_8618,4452
inst_67367,app_4595,4452
inst_11623,app_8053,4452
inst_58609,app_4698,4452
inst_80035,app_143,4452
inst_37496,app_5449,4452
inst_51996,app_1045,4452
inst_7314,app_5886,4452
inst_9994,app_7447,4452
inst_44989,app_6910,4452
inst_99392,app_3303,4452
inst_98035,app_2061,4452
inst_38730,app_3845,4452
inst_42111,app_7874,4452
inst_82779,app_5538,4453
inst_24538,app_8429,4453
inst_23908,app_4289,4453
inst_79126,app_8569,4453
inst_43984,app_2482,4453
inst_40828,app_286,4453
inst_67857,app_854,4453
inst_89442,app_7887,4453
inst_85297,app_275,4453
inst_76904,app_3574,4453
inst_68434,app_7443,4453
inst_41925,app_7498,4453
inst_70725,app_3634,4453
inst_53607,app_4595,4453
inst_36865,app_4517,4453
inst_66201,app_7853,4453
inst_98173,app_5614,4453
inst_37517,app_5538,4454
inst_71117,app_4864,4454
inst_90091,app_2125,4454
inst_50299,app_8293,4454
inst_14115,app_6605,4454
inst_95543,app_1744,4454
inst_66699,app_8641,4454
inst_91566,app_6239,4454
inst_12464,app_7070,4454
inst_59832,app_8429,4454
inst_79859,app_6907,4454
inst_42420,app_7513,4454
inst_78756,app_1834,4454
inst_87790,app_5905,4454
inst_35037,app_8155,4454
inst_53544,app_9017,4454
inst_11340,app_516,4454
inst_57485,app_9049,4454
inst_7211,app_5004,4454
inst_6817,app_6564,4454
inst_10273,app_940,4454
inst_11855,app_5538,4455
inst_81203,app_355,4455
inst_25977,app_6122,4455
inst_85346,app_473,4455
inst_92914,app_7058,4455
inst_43713,app_5871,4455
inst_20973,app_7802,4455
inst_78857,app_286,4455
inst_88406,app_5995,4455
inst_38579,app_188,4455
inst_79848,app_2319,4455
inst_90863,app_5538,4456
inst_85821,app_2332,4456
inst_52808,app_4536,4456
inst_95309,app_544,4456
inst_71731,app_456,4456
inst_78723,app_3849,4456
inst_58910,app_5086,4456
inst_29219,app_1391,4456
inst_24739,app_3952,4456
inst_54832,app_6377,4456
inst_28263,app_2090,4456
inst_49984,app_5271,4456
inst_16945,app_3469,4456
inst_37225,app_1683,4456
inst_84111,app_4568,4456
inst_26357,app_9047,4456
inst_94256,app_8386,4456
inst_66011,app_5362,4456
inst_2655,app_2125,4456
inst_63423,app_6916,4456
inst_32440,app_3590,4456
inst_11707,app_5538,4457
inst_23737,app_6726,4457
inst_2554,app_3327,4457
inst_34203,app_3426,4457
inst_50340,app_3343,4457
inst_66425,app_4663,4457
inst_67156,app_4760,4457
inst_57853,app_4085,4457
inst_92689,app_1949,4457
inst_42569,app_122,4457
inst_46435,app_4522,4457
inst_25023,app_9228,4457
inst_14998,app_9127,4457
inst_3660,app_4253,4457
inst_20402,app_8529,4457
inst_46225,app_442,4457
inst_73214,app_4534,4457
inst_87300,app_4161,4457
inst_43726,app_5538,4458
inst_54544,app_1045,4458
inst_57657,app_1523,4458
inst_84295,app_3108,4458
inst_77210,app_756,4458
inst_44686,app_8554,4458
inst_20174,app_6230,4458
inst_8138,app_255,4458
inst_41761,app_3821,4458
inst_14651,app_7511,4458
inst_22390,app_3213,4458
inst_21730,app_2231,4458
inst_19002,app_2189,4458
inst_66346,app_3555,4458
inst_59565,app_5541,4458
inst_25114,app_2186,4458
inst_87989,app_3021,4458
inst_60045,app_7518,4458
inst_723,app_5538,4459
inst_92947,app_585,4459
inst_43,app_4259,4459
inst_50752,app_6912,4459
inst_60984,app_6122,4459
inst_96828,app_3633,4459
inst_85138,app_2273,4459
inst_34515,app_6804,4459
inst_80489,app_2913,4459
inst_61677,app_8551,4459
inst_74736,app_3009,4459
inst_7956,app_3272,4459
inst_18515,app_1258,4459
inst_39757,app_4508,4459
inst_68062,app_5995,4459
inst_71332,app_5244,4459
inst_78946,app_1998,4459
inst_79945,app_4025,4459
inst_5697,app_5441,4459
inst_31008,app_4495,4459
inst_88195,app_798,446
inst_55368,app_9269,446
inst_48386,app_5538,4460
inst_21918,app_2319,4460
inst_73446,app_6734,4460
inst_11823,app_1263,4460
inst_49807,app_3095,4460
inst_34459,app_8716,4460
inst_4611,app_2886,4460
inst_83407,app_6605,4460
inst_16843,app_5054,4460
inst_84694,app_1310,4460
inst_32989,app_5375,4460
inst_36037,app_5689,4460
inst_10080,app_5,4460
inst_66779,app_8551,4460
inst_75223,app_460,4460
inst_39050,app_1009,4460
inst_60337,app_3634,4460
inst_11700,app_8144,4460
inst_9775,app_7080,4460
inst_40375,app_5366,4461
inst_69058,app_1509,4461
inst_75800,app_6568,4461
inst_62296,app_1153,4461
inst_4220,app_2767,4461
inst_87914,app_1414,4461
inst_40105,app_2120,4461
inst_49954,app_4423,4461
inst_92879,app_4815,4461
inst_38250,app_5810,4461
inst_65302,app_3851,4461
inst_62453,app_8331,4461
inst_58029,app_3070,4461
inst_31509,app_4558,4461
inst_4774,app_6734,4461
inst_61124,app_3372,4461
inst_69812,app_260,4461
inst_18099,app_7825,4461
inst_28523,app_9095,4461
inst_136,app_5366,4462
inst_75552,app_8331,4462
inst_12201,app_6188,4462
inst_66910,app_459,4462
inst_66569,app_2900,4462
inst_79276,app_5747,4462
inst_38653,app_6694,4462
inst_56154,app_7309,4462
inst_26660,app_9049,4462
inst_38997,app_3590,4462
inst_90559,app_936,4462
inst_15119,app_2501,4462
inst_7088,app_4536,4462
inst_66193,app_646,4462
inst_75397,app_8979,4462
inst_36149,app_1723,4462
inst_26252,app_3886,4462
inst_80799,app_3899,4462
inst_97267,app_7447,4462
inst_94264,app_5366,4463
inst_7720,app_8618,4463
inst_39094,app_8171,4463
inst_53138,app_3250,4463
inst_59869,app_3780,4463
inst_90379,app_618,4463
inst_29224,app_3164,4463
inst_44148,app_1024,4463
inst_17886,app_3851,4463
inst_26251,app_1455,4463
inst_86540,app_435,4463
inst_50949,app_1066,4463
inst_36099,app_6694,4463
inst_49608,app_5256,4463
inst_53781,app_2668,4463
inst_97318,app_1480,4463
inst_86532,app_6269,4463
inst_88781,app_4649,4463
inst_55485,app_2481,4463
inst_68763,app_5366,4464
inst_86379,app_995,4464
inst_68358,app_6964,4464
inst_72305,app_4536,4464
inst_55326,app_8995,4464
inst_84792,app_9156,4464
inst_47969,app_1443,4464
inst_7924,app_5028,4464
inst_13209,app_4663,4464
inst_78523,app_6402,4464
inst_33486,app_614,4464
inst_1318,app_5914,4464
inst_87348,app_6483,4464
inst_15044,app_5366,4465
inst_22251,app_275,4465
inst_77079,app_2033,4465
inst_36983,app_6723,4465
inst_25186,app_7802,4465
inst_26901,app_6234,4465
inst_53967,app_8626,4465
inst_23810,app_8061,4465
inst_40606,app_3821,4465
inst_2448,app_4568,4465
inst_66295,app_1635,4465
inst_92142,app_7613,4465
inst_77114,app_8931,4465
inst_22685,app_143,4465
inst_94144,app_1973,4465
inst_32411,app_4169,4465
inst_65877,app_1045,4465
inst_11687,app_5222,4465
inst_54455,app_958,4465
inst_69722,app_5438,4465
inst_21923,app_127,4465
inst_6467,app_238,4465
inst_39201,app_3009,4465
inst_55590,app_1949,4465
inst_50817,app_5366,4466
inst_16475,app_2910,4466
inst_46565,app_2487,4466
inst_72700,app_6239,4466
inst_68020,app_1858,4466
inst_53429,app_4517,4466
inst_95264,app_7055,4466
inst_5660,app_3162,4466
inst_90923,app_5232,4466
inst_16701,app_8328,4466
inst_92300,app_7184,4466
inst_24058,app_5438,4466
inst_83964,app_2120,4466
inst_14960,app_6999,4466
inst_6061,app_6151,4466
inst_76247,app_6744,4466
inst_61017,app_4749,4466
inst_16395,app_3759,4466
inst_10528,app_208,4466
inst_64071,app_8139,4466
inst_85693,app_2029,4466
inst_63511,app_5366,4467
inst_70751,app_938,4467
inst_44250,app_4749,4467
inst_20091,app_7007,4467
inst_71159,app_1483,4467
inst_17378,app_5267,4467
inst_8024,app_5127,4467
inst_4104,app_9207,4467
inst_43239,app_5336,4467
inst_11159,app_4522,4467
inst_94924,app_8312,4467
inst_56906,app_3095,4467
inst_8335,app_2483,4467
inst_5991,app_2701,4467
inst_81458,app_2033,4467
inst_56009,app_7887,4467
inst_96073,app_250,4467
inst_82726,app_3344,4467
inst_74664,app_4647,4467
inst_64818,app_5366,4468
inst_54314,app_4573,4468
inst_59072,app_9072,4468
inst_89277,app_3127,4468
inst_85869,app_6883,4468
inst_3662,app_8191,4468
inst_51670,app_2263,4468
inst_1698,app_3344,4468
inst_16939,app_188,4468
inst_60007,app_4499,4468
inst_92856,app_6991,4468
inst_92328,app_5740,4468
inst_67096,app_6304,4468
inst_47874,app_4170,4468
inst_95637,app_4091,4468
inst_49246,app_2831,4468
inst_47856,app_5217,4468
inst_40695,app_7825,4468
inst_70552,app_4026,4468
inst_78376,app_8053,4468
inst_67336,app_8498,4468
inst_19497,app_2143,4468
inst_79145,app_618,4468
inst_6121,app_2658,4468
inst_36320,app_6288,4468
inst_28053,app_5366,4469
inst_65393,app_5883,4469
inst_44409,app_8148,4469
inst_7008,app_2483,4469
inst_21896,app_7880,4469
inst_72059,app_6605,4469
inst_41213,app_1144,4469
inst_57915,app_688,4469
inst_98107,app_9188,4469
inst_52099,app_5847,4469
inst_87039,app_3705,4469
inst_80231,app_5900,4469
inst_1329,app_3469,4469
inst_61727,app_3164,4469
inst_90485,app_3343,4469
inst_24683,app_238,4469
inst_5734,app_7708,4469
inst_52605,app_798,447
inst_93427,app_9269,447
inst_77921,app_5366,4470
inst_56716,app_562,4470
inst_62912,app_4718,4470
inst_81361,app_5781,4470
inst_59749,app_7025,4470
inst_85257,app_5146,4470
inst_65395,app_2143,4470
inst_65747,app_8126,4470
inst_54814,app_4169,4470
inst_5894,app_3802,4470
inst_76184,app_8710,4470
inst_34884,app_8852,4470
inst_81449,app_8460,4470
inst_82892,app_2353,4470
inst_80716,app_2696,4470
inst_54488,app_464,4470
inst_67326,app_3637,4470
inst_18736,app_3101,4470
inst_84018,app_5366,4471
inst_50446,app_7511,4471
inst_79318,app_646,4471
inst_88531,app_7279,4471
inst_39025,app_6251,4471
inst_16988,app_8866,4471
inst_35469,app_5411,4471
inst_8112,app_3162,4471
inst_85828,app_7518,4471
inst_17395,app_8017,4471
inst_25277,app_6103,4471
inst_27757,app_6306,4471
inst_75904,app_3469,4471
inst_91455,app_4169,4471
inst_46020,app_2701,4471
inst_55821,app_3701,4471
inst_93042,app_8767,4471
inst_85929,app_3487,4471
inst_88405,app_5366,4472
inst_10805,app_3821,4472
inst_41110,app_5060,4472
inst_4133,app_3048,4472
inst_2408,app_2029,4472
inst_66621,app_9145,4472
inst_53791,app_4770,4472
inst_52332,app_7447,4472
inst_69695,app_4877,4472
inst_34791,app_4663,4472
inst_95351,app_2904,4472
inst_82585,app_4423,4472
inst_66065,app_5336,4472
inst_20692,app_4530,4472
inst_19582,app_5411,4472
inst_14428,app_8460,4472
inst_43809,app_5375,4472
inst_59946,app_5366,4473
inst_9435,app_8848,4473
inst_55456,app_7064,4473
inst_48300,app_3873,4473
inst_72421,app_4007,4473
inst_12466,app_6137,4473
inst_71459,app_5264,4473
inst_64485,app_1592,4473
inst_84167,app_5362,4473
inst_48866,app_8569,4473
inst_17506,app_2957,4473
inst_27802,app_3905,4473
inst_6199,app_5705,4473
inst_29181,app_3370,4473
inst_1023,app_5725,4473
inst_45283,app_310,4473
inst_81732,app_8653,4473
inst_33283,app_8995,4473
inst_49024,app_7071,4473
inst_26871,app_9188,4473
inst_78810,app_5101,4473
inst_20470,app_6910,4473
inst_87137,app_3628,4473
inst_30795,app_1579,4473
inst_28251,app_5366,4474
inst_32422,app_92,4474
inst_80942,app_4778,4474
inst_82611,app_5295,4474
inst_88224,app_2904,4474
inst_87027,app_4262,4474
inst_37119,app_3101,4474
inst_38444,app_7500,4474
inst_3481,app_8818,4474
inst_79554,app_7206,4474
inst_75647,app_7563,4474
inst_22020,app_6377,4474
inst_98033,app_2710,4474
inst_42112,app_2696,4474
inst_97068,app_5367,4474
inst_94538,app_2910,4474
inst_42470,app_3087,4474
inst_65979,app_5541,4474
inst_45561,app_4730,4474
inst_9952,app_1949,4474
inst_62960,app_3806,4474
inst_85945,app_5394,4474
inst_94345,app_5366,4475
inst_33217,app_5558,4475
inst_92074,app_4286,4475
inst_17353,app_3303,4475
inst_45828,app_3534,4475
inst_87558,app_7206,4475
inst_16795,app_7071,4475
inst_76948,app_695,4475
inst_80216,app_5441,4475
inst_31285,app_3682,4475
inst_69126,app_7960,4475
inst_303,app_1955,4475
inst_1835,app_9127,4475
inst_68097,app_7500,4475
inst_27331,app_7825,4475
inst_1608,app_9049,4475
inst_32378,app_1635,4475
inst_95606,app_4754,4475
inst_356,app_1310,4475
inst_53286,app_3611,4475
inst_79095,app_3397,4475
inst_39425,app_3168,4475
inst_86348,app_5781,4475
inst_34404,app_3158,4475
inst_52970,app_5366,4476
inst_28103,app_940,4476
inst_90013,app_7064,4476
inst_79106,app_9052,4476
inst_91923,app_3657,4476
inst_58873,app_4495,4476
inst_63244,app_5476,4476
inst_32973,app_4514,4476
inst_66641,app_7624,4476
inst_89044,app_5900,4476
inst_72225,app_8524,4476
inst_81684,app_4243,4476
inst_92818,app_2900,4476
inst_15927,app_7998,4476
inst_79620,app_127,4476
inst_60018,app_6474,4476
inst_80109,app_5812,4476
inst_56851,app_3994,4476
inst_96239,app_8669,4476
inst_47875,app_365,4476
inst_60646,app_4801,4476
inst_19400,app_4161,4476
inst_74804,app_5366,4477
inst_62164,app_6912,4477
inst_92627,app_6564,4477
inst_13012,app_3480,4477
inst_86416,app_3479,4477
inst_17184,app_7504,4477
inst_33724,app_6188,4477
inst_59838,app_4998,4477
inst_65834,app_5705,4477
inst_72867,app_8767,4477
inst_44897,app_1367,4477
inst_48580,app_2029,4477
inst_3460,app_8053,4477
inst_28721,app_9207,4477
inst_87527,app_3657,4477
inst_332,app_9303,4477
inst_15401,app_3009,4477
inst_38519,app_6235,4477
inst_6350,app_7369,4477
inst_22626,app_5366,4478
inst_51466,app_6694,4478
inst_81969,app_666,4478
inst_57173,app_6723,4478
inst_33171,app_3802,4478
inst_70805,app_9289,4478
inst_56593,app_3168,4478
inst_40086,app_5522,4478
inst_46977,app_6725,4478
inst_40686,app_6557,4478
inst_83265,app_7309,4478
inst_30581,app_3963,4478
inst_66173,app_5375,4478
inst_42711,app_5366,4479
inst_66522,app_4698,4479
inst_62147,app_8489,4479
inst_1487,app_2166,4479
inst_39566,app_3873,4479
inst_77133,app_3624,4479
inst_56344,app_3271,4479
inst_85465,app_5522,4479
inst_26650,app_4704,4479
inst_34527,app_4253,4479
inst_31035,app_4730,4479
inst_64880,app_1703,4479
inst_71761,app_3886,4479
inst_24842,app_3021,4479
inst_63962,app_6514,4479
inst_34571,app_7708,4479
inst_40376,app_1416,4479
inst_6126,app_8221,4479
inst_47109,app_8848,4479
inst_58137,app_4581,4479
inst_990,app_798,448
inst_28811,app_9269,448
inst_49376,app_5366,4480
inst_18175,app_1781,4480
inst_38166,app_8028,4480
inst_57190,app_7338,4480
inst_20994,app_8199,4480
inst_98049,app_8618,4480
inst_86870,app_4536,4480
inst_15484,app_6736,4480
inst_96869,app_6593,4480
inst_70943,app_4581,4480
inst_27977,app_3721,4480
inst_94028,app_4815,4480
inst_87076,app_8144,4480
inst_26685,app_2668,4480
inst_877,app_6304,4480
inst_1684,app_8460,4480
inst_52527,app_693,4480
inst_61082,app_1123,4480
inst_4286,app_4243,4480
inst_49279,app_3009,4480
inst_3796,app_4998,4480
inst_11826,app_3864,4480
inst_70076,app_5366,4481
inst_84531,app_5063,4481
inst_70230,app_4998,4481
inst_70295,app_7919,4481
inst_19536,app_4499,4481
inst_86780,app_5060,4481
inst_52075,app_3481,4481
inst_68330,app_6568,4481
inst_26641,app_1644,4481
inst_9468,app_4154,4481
inst_76696,app_4495,4481
inst_4829,app_2874,4481
inst_8611,app_9188,4481
inst_82697,app_2454,4481
inst_66322,app_6593,4481
inst_5562,app_8312,4481
inst_48218,app_3108,4481
inst_4572,app_3260,4481
inst_78404,app_8979,4481
inst_70831,app_5366,4482
inst_52770,app_3987,4482
inst_15324,app_5971,4482
inst_88683,app_5388,4482
inst_62006,app_4091,4482
inst_70767,app_9289,4482
inst_19904,app_8429,4482
inst_42466,app_756,4482
inst_24872,app_2616,4482
inst_97376,app_9283,4482
inst_90791,app_8221,4482
inst_19050,app_2178,4482
inst_35535,app_8931,4482
inst_96103,app_1416,4482
inst_47614,app_3077,4482
inst_31215,app_6808,4482
inst_86147,app_6137,4482
inst_31060,app_232,4482
inst_74667,app_5318,4482
inst_87827,app_5366,4483
inst_40036,app_8717,4483
inst_12309,app_3565,4483
inst_92977,app_3842,4483
inst_68016,app_9084,4483
inst_89856,app_5028,4483
inst_60028,app_3899,4483
inst_12508,app_4749,4483
inst_84264,app_702,4483
inst_57471,app_8842,4483
inst_18621,app_9282,4483
inst_93232,app_435,4483
inst_75063,app_3634,4483
inst_42168,app_8641,4483
inst_29093,app_1635,4483
inst_12354,app_4911,4483
inst_15907,app_1599,4483
inst_32996,app_9289,4483
inst_72517,app_5366,4484
inst_84756,app_3164,4484
inst_21789,app_3611,4484
inst_16640,app_3344,4484
inst_27140,app_9017,4484
inst_53264,app_2658,4484
inst_58337,app_7039,4484
inst_42338,app_572,4484
inst_26639,app_1195,4484
inst_56842,app_5063,4484
inst_53893,app_854,4484
inst_76368,app_5436,4484
inst_41587,app_2120,4484
inst_43297,app_1855,4484
inst_5883,app_3780,4484
inst_32361,app_3905,4484
inst_97101,app_4877,4484
inst_89996,app_5691,4484
inst_37010,app_8816,4484
inst_496,app_1744,4484
inst_2012,app_2886,4484
inst_81410,app_2029,4484
inst_42264,app_702,4484
inst_41735,app_464,4484
inst_74750,app_5366,4485
inst_81885,app_3701,4485
inst_58250,app_4259,4485
inst_74986,app_753,4485
inst_98474,app_4778,4485
inst_43138,app_8312,4485
inst_427,app_3880,4485
inst_89170,app_7098,4485
inst_3923,app_8460,4485
inst_78058,app_4730,4485
inst_63682,app_4570,4485
inst_46065,app_949,4485
inst_74789,app_9297,4485
inst_93880,app_1360,4485
inst_76157,app_4998,4485
inst_37851,app_2129,4485
inst_31581,app_6151,4485
inst_68297,app_1343,4485
inst_76396,app_615,4485
inst_93111,app_7772,4485
inst_27369,app_7708,4485
inst_33419,app_7196,4485
inst_51706,app_5366,4486
inst_61959,app_3520,4486
inst_28628,app_800,4486
inst_48328,app_449,4486
inst_62517,app_8618,4486
inst_35835,app_9084,4486
inst_37374,app_7504,4486
inst_17977,app_688,4486
inst_48247,app_6838,4486
inst_48308,app_2273,4486
inst_44230,app_4858,4486
inst_33065,app_6964,4486
inst_51285,app_4499,4486
inst_33563,app_8840,4486
inst_6605,app_949,4486
inst_99501,app_798,4486
inst_93835,app_5366,4487
inst_43342,app_6750,4487
inst_70722,app_6442,4487
inst_21883,app_4221,4487
inst_14737,app_4647,4487
inst_52830,app_6593,4487
inst_63614,app_424,4487
inst_78052,app_365,4487
inst_7146,app_1772,4487
inst_41664,app_4025,4487
inst_41052,app_7932,4487
inst_97995,app_963,4487
inst_42786,app_3108,4487
inst_51911,app_1952,4487
inst_66147,app_8191,4487
inst_27146,app_4909,4487
inst_98478,app_4042,4487
inst_99969,app_9283,4487
inst_8727,app_3864,4487
inst_34086,app_6137,4487
inst_89463,app_5366,4488
inst_5969,app_9077,4488
inst_53533,app_5127,4488
inst_87342,app_3372,4488
inst_86278,app_4448,4488
inst_98084,app_4770,4488
inst_12005,app_4754,4488
inst_19232,app_2506,4488
inst_48127,app_3252,4488
inst_42939,app_1916,4488
inst_55201,app_3851,4488
inst_82194,app_2484,4488
inst_47805,app_3963,4488
inst_67534,app_3654,4488
inst_733,app_9283,4488
inst_26688,app_798,4488
inst_35100,app_5366,4489
inst_14826,app_4517,4489
inst_63554,app_9207,4489
inst_98081,app_7880,4489
inst_41923,app_9052,4489
inst_76151,app_1644,4489
inst_65890,app_1781,4489
inst_4044,app_859,4489
inst_78530,app_6011,4489
inst_85512,app_5336,4489
inst_77588,app_8986,4489
inst_92316,app_636,4489
inst_75367,app_4534,4489
inst_26175,app_4815,4489
inst_97162,app_3425,4489
inst_90301,app_487,4489
inst_37576,app_6907,4489
inst_15180,app_2494,4489
inst_45094,app_9017,4489
inst_84426,app_2616,4489
inst_96055,app_949,4489
inst_75014,app_4034,4489
inst_81210,app_3994,4489
inst_21293,app_4996,4489
inst_43591,app_798,449
inst_20634,app_9269,449
inst_94811,app_5366,4490
inst_14652,app_7154,4490
inst_37323,app_572,4490
inst_91066,app_4058,4490
inst_65977,app_143,4490
inst_54148,app_7960,4490
inst_1969,app_3048,4490
